Short Item No,Business Unit,"Location ",Lot Serial Number,Primary Location,Lot Stat Code,Quantity On Hand,Quantity Backordered,Quantity On P.O.,Quantity On WO/RC,Quantity On other 1,Quantity On Other 2,Quantity on Other PO,Quantity Hard Committed,Qty Soft Committed,Quantity On Future,WO Soft Commit,Qty Hard Committed WO,Quantity In Transit,Quantity In Inspection,Quantity In Operation 1,Quantity In Operation 2,Last Rcpt Date,Secondary Quantity Hard Committed,Secondary Quantity Soft Committed,Secondary Quantity On Hand,Secondary Quantity On WO/RC,Secondary Quantity On Purchase Order,Secondary WO Hard Committed,Secondary WO Soft Commit,Quantity on Project Hard Commit,Quantity on Project Hard Commit,Unique Configuration ID
327988,"         901",F0FF02,748808,S,,60,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
327988,"         901",F0FF02,758254,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0FF02,758305,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0FF02,758328,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0FF02,758348,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0FF02,758363,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0FF02,758380,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0FF02,758405,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0FF02,758420,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0FF02,758436,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0FF02,758465,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",FGOF,739611,S,,56,,,,,,,,,,,,,,,,12/07/2022,,,,,,,,,,
327988,"         901",FGOF,739611LR,S,,2,,,,,,,,,,,,,,,,12/06/2022,,,,,,,,,,
327988,"         901",SERVICE,560092,S,,1,,,,,,,,,,,,,,,,01/21/2022,,,,,,,,,,
327988,"         901",TM04,748862,S,,60,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
327989,"         901",SERVICE,6241121,S,,2,,,,,,,,,,,,,,,,05/20/2022,,,,,,,,,,
328978,"         901",F00A05,710210,S,,48,,,,,,,,,,,,,,,,,,,,,,,,,,
328978,"         901",SHIPDOCK,710365,S,,2,,,,,,,,,,,,,,,,10/13/2022,,,,,,,,,,
328979,"         901",F00A03,741893,S,,52,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
328979,"         901",F00A03,741938,S,,52,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
328979,"         901",F00A03,741973,S,,52,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
328979,"         901",F00A03,742031,S,,52,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
328979,"         901",F00A03,742056,S,,52,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
328979,"         901",F00I02,758795,S,,52,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
328979,"         901",F00I03,760475,S,,52,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
328979,"         901",FALCON,757838,S,,52,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
328979,"         901",FALCON,757886,S,,52,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
328979,"         901",SHIPDOCK,706980,S,,5,,,,,,,,,,,,,,,,10/08/2022,,,,,,,,,,
328979,"         901",SHIPDOCK,760601,S,,52,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
328979,"         901",SHIPDOCK,760682,S,,52,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
328979,"         901",SHIPDOCK,760739,S,,52,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
328979,"         901",SHIPDOCK,760805,S,,52,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
328979,"         901",SHIPDOCK,760836,S,,52,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
328979,"         901",SHIPDOCK,760851,S,,52,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
328979,"         901",SHIPDOCK,760881,S,,52,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
328979,"         901",TM02,760936,S,,52,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
328980,"         901",F00A05,748420,S,,52,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
328980,"         901",F00A05,748581,S,,52,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
328980,"         901",F00A05,748608,S,,52,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
328980,"         901",F00A05,748772,S,,52,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
328980,"         901",F00A05,748847,S,,52,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
328980,"         901",F00A05,748881,S,,52,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
328980,"         901",F00A05,749071,S,,52,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
328980,"         901",F00A05,749130,S,,52,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
328980,"         901",FALCON,703572,S,,2,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
328980,"         901",FALCON,736641,S,,31,,,,,,,,,,,,,,,,11/23/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,710919,S,,52,,,,,,,,,,,,,,,,11/29/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,736641,S,,4,,,,,,,,,,,,,,,,11/29/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,737867,S,,52,,,,,,,,,,,,,,,,11/28/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,737910,S,,52,,,,,,,,,,,,,,,,11/28/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,737949,S,,52,,,,,,,,,,,,,,,,11/28/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,739788,S,,52,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,739865,S,,52,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,739956,S,,52,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,740062,S,,52,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,740243,S,,52,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,740302,S,,52,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,748487,S,,52,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,748557,S,,52,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,748698,S,,52,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,748735,S,,52,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,748762,S,,52,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,748828,S,,52,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,748908,S,,52,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,748958,S,,52,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,749014,S,,52,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
328980,"         901",SHIPDOCK,749162,S,,52,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
328981,"         901",F00B01,702663,S,,1,,,,,,,,,,,,,,,,11/29/2022,,,,,,,,,,
328981,"         901",F00B01,723174LE,S,,33,,,,,,,,,,,,,,,,11/23/2022,,,,,,,,,,
328981,"         901",F00B01,732821,S,,52,,,,,,,,,,,,,,,,,,,,,,,,,,
328981,"         901",F00B01,732860,S,,52,,,,,,,,,,,,,,,,,,,,,,,,,,
328981,"         901",F00B01,732921,S,,52,,,,,,,,,,,,,,,,,,,,,,,,,,
328981,"         901",F00B01,746728,S,,52,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
328981,"         901",F00B03,746938,S,,52,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
328981,"         901",F00B03,747365,S,,52,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
328981,"         901",FALCON,702663,S,,2,,,,,,,,,,,,,,,,11/29/2022,,,,,,,,,,
328981,"         901",QCTEST,682407,S,,52,,,,,,,,,,,,,,,,,,,,,,,,,,
328981,"         901",SHIPDOCK,681892,S,,18,,,,,,,,,,,,,,,,11/23/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,712938,S,,52,,,,,,,,,,,,,,,,11/30/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,746592,S,,52,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,746879,S,,52,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,747045,S,,52,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,747078,S,,52,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,747115,S,,52,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,747135,S,,52,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,747168,S,,52,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,747225,S,,52,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,747233,S,,52,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,747254,S,,52,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,747258,S,,52,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,747297,S,,52,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,748232,S,,52,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,748291,S,,52,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
328981,"         901",SHIPDOCK,748327,S,,52,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
338616,"         901",F00A02,724100,S,,10,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
338616,"         901",F00A02,752288,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
338616,"         901",F00A02,752802,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
338616,"         901",F00A02,753920,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",F00A02,753942,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",F00A02,753951,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",F00A02,754103,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",F00A02,754370,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",F00A02,756191,S,,60,,,,,,,,,,,,,,,,01/02/2023,,,,,,,,,,
338616,"         901",F00A02,756197,S,,60,,,,,,,,,,,,,,,,01/02/2023,,,,,,,,,,
338616,"         901",F00A02,756476,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
338616,"         901",F00A04,756606,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
338616,"         901",F00B03,753327,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
338616,"         901",F00B03,753982,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",F00B03,754042,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",F00B03,754163,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",F00B03,754220,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",F00B03,754313,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",F00B03,754419,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",F00B03,754523,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",F00B03,754583,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",F00B03,756445,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
338616,"         901",F00B03,756513,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
338616,"         901",F00B05,752353,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
338616,"         901",F00B05,752496,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
338616,"         901",F00B05,752556,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
338616,"         901",F00B05,752614,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
338616,"         901",F00B05,752643,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
338616,"         901",F00B05,752724,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
338616,"         901",F00B05,757169,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",F00B05,757220,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",F00B05,757258,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",F00B05,757282,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",F00B05,757337,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",FALCON,754005,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",FALCON,756667,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
338616,"         901",FALCON,756716,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
338616,"         901",FALCON,756768,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
338616,"         901",FALCON,756790,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
338616,"         901",FALCON,756818,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
338616,"         901",FALCON,756862,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
338616,"         901",FALCON,756924,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",FALCON,756970,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",FALCON,756993,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",FALCON,757062,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",FALCON,757111,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",FALCON,757416,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",FALCON,757504,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",FALCON,757526,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",FALCON,757565,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",FALCON,757591,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",FALCON,757644,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
338616,"         901",FALCON,757706,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
338616,"         901",FGPAINT,724153,S,,1,,,,,,,,,,,,,,,,11/03/2022,,,,,,,,,,
338616,"         901",SERVICE,724153,S,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
338616,"         901",SHIPDOCK,754557,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
338616,"         901",SHIPDOCK,756389,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
338616,"         901",SHIPDOCK,756750,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
338616,"         901",TM02,736132,S,,2,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
338617,"         901",F00A01,745043,S,,57,,,,,,,,,,,,,,,,12/07/2022,,,,,,,,,,
338617,"         901",F00A01,750798,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
338617,"         901",F00A06,699464,S,,27,,,,,,,,,,,,,,,,10/31/2022,,,,,,,,,,
338617,"         901",F00A06,728845,S,,10,,,,,,,,,,,,,,,,11/10/2022,,,,,,,,,,
338617,"         901",F00A06,734035,S,,60,,,,,,,,,,,,,,,,11/18/2022,,,,,,,,,,
338617,"         901",F00A06,734127,S,,58,,,,,,,,,,,,,,,,11/18/2022,,,,,,,,,,
338617,"         901",F00A06,734986,S,,60,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
338617,"         901",F00A06,735187,S,,60,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
338617,"         901",F00A06,735481,S,,60,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
338617,"         901",F00A06,743569,S,,60,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
338617,"         901",F00A06,749574,S,,60,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
338617,"         901",F00A06,749614,S,,60,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
338617,"         901",F00A06,749717,S,,60,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
338617,"         901",F00B02,744625,S,,60,,,,,,,,,,,,,,,,12/06/2022,,,,,,,,,,
338617,"         901",F00B02,744986,S,,60,,,,,,,,,,,,,,,,12/07/2022,,,,,,,,,,
338617,"         901",F00B02,749495,S,,60,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
338617,"         901",F00B02,749839,S,,60,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
338617,"         901",F00B02,749917,S,,60,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
338617,"         901",F00B02,749999,S,,60,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
338617,"         901",F00B02,750068,S,,60,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
338617,"         901",F00B02,750355,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
338617,"         901",F00B02,750535,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
338617,"         901",F00B02,750590,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
338617,"         901",F00B02,750618,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
338617,"         901",F00B04,750402,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
338617,"         901",F00B04,750729,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
338617,"         901",F00B04,751081,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
338617,"         901",F00B04,751368,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
338617,"         901",F00B04,751389,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
338617,"         901",F00B04,751398,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
338617,"         901",F00B04,751424,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
338617,"         901",F00B04,751497,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
338617,"         901",F00B04,751537,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
338617,"         901",F00B04,751541,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
338617,"         901",F00B04,752247,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
338617,"         901",QCTEST,681710,S,,60,,,,,,,,,,,,,,,,08/31/2022,,,,,,,,,,
338617,"         901",QCTEST,684792,S,,60,,,,,,,,,,,,,,,,,,,,,,,,,,
338617,"         901",QCTEST,684872,S,,22,,,,,,,,,,,,,,,,,,,,,,,,,,
338617,"         901",SHIPDOCK,742313,S,,60,,,,,,,,,,,,,,,,12/03/2022,,,,,,,,,,
338617,"         901",SHIPDOCK,742430,S,,60,,,,,,,,,,,,,,,,12/03/2022,,,,,,,,,,
338617,"         901",SHIPDOCK,742487,S,,60,,,,,,,,,,,,,,,,12/03/2022,,,,,,,,,,
338617,"         901",SHIPDOCK,743624,S,,60,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
338617,"         901",SHIPDOCK,744527,S,,60,,,,,,,,,,,,,,,,12/06/2022,,,,,,,,,,
338617,"         901",SHIPDOCK,744577,S,,60,,,,,,,,,,,,,,,,12/06/2022,,,,,,,,,,
339886,"         901",SHIPDOCK,109TC02,S,,5,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341074,"         901",F00D01,758539,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00D01,758554,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00D01,758574,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00D01,758599,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00D01,758609,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00D01,758620,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00D01,758651,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00D01,758666,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00D01,758671,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00D01,758688,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00D01,758709,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00E04,758352,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341074,"         901",F00E04,758402,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341074,"         901",F00E04,758413,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341074,"         901",F00E04,758427,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341074,"         901",F00E04,758442,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341074,"         901",F00E04,758466,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341074,"         901",F00E04,758488,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341074,"         901",F00J01,758901,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J01,758962,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J01,758995,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J01,759011,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J01,759020,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J01,759040,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J01,759057,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J01,759068,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J01,759085,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J03,758763,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J03,758770,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J03,758792,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J03,758800,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J03,758819,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J03,758836,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J03,758849,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J03,758859,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J03,758870,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J03,758884,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F00J03,758924,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",F0BB06,758719,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341074,"         901",FP007,744123,S,,13,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341074,"         901",SERVICE,740859,S,,26,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
341074,"         901",SERVICE,743778,S,,25,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
341074,"         901",SERVICE,758358,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341074,"         901",SERVICE,758364,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341074,"         901",SERVICE,758374,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341074,"         901",SERVICE,758381,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341074,"         901",TM01,749498,S,,2,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
341074,"         901",TM01,758345,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341074,"         901",TM01,759097,S,,1,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341075,"         901",F00C01,753137,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753148,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753157,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753199,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753220,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753245,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753269,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753288,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753324,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753328,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753336,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
