Short Item No,Business Unit,"Location ",Lot Serial Number,Primary Location,Lot Stat Code,Quantity On Hand,Quantity Backordered,Quantity On P.O.,Quantity On WO/RC,Quantity On other 1,Quantity On Other 2,Quantity on Other PO,Quantity Hard Committed,Qty Soft Committed,Quantity On Future,WO Soft Commit,Qty Hard Committed WO,Quantity In Transit,Quantity In Inspection,Quantity In Operation 1,Quantity In Operation 2,Last Rcpt Date,Secondary Quantity Hard Committed,Secondary Quantity Soft Committed,Secondary Quantity On Hand,Secondary Quantity On WO/RC,Secondary Quantity On Purchase Order,Secondary WO Hard Committed,Secondary WO Soft Commit,Quantity on Project Hard Commit,Quantity on Project Hard Commit,Unique Configuration ID
322703,"         901",F0DD05,751538,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
322703,"         901",F0DD05,752534,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
322703,"         901",F0HH03,752489,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
322703,"         901",F0HH03,752558,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
322703,"         901",F0JJ02,707823,S,,60,,,,,,,,,,,,,,,,10/10/2022,,,,,,,,,,
322703,"         901",FGOF,726417AD,S,,6,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
322703,"         901",FP014,655975JH,S,,8,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
322703,"         901",SERVICE,384600,S,,16,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
322703,"         901",SHIPDOCK,726499,S,,60,,,,,,,,,,,,,,,,11/07/2022,,,,,,,,,,
322704,"         901",PP011,704823,S,,46,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
322704,"         901",SERVICE,541488,S,,30,,,,,,,,,,,,,,,,08/16/2022,,,,,,,,,,
323357,"         901",F00J06,753812,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",F00J06,753827,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",F00J06,754636,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00K02,754314,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00K02,754715,S,,54,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
323357,"         901",F00K02,754733,S,,54,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
323357,"         901",F00K02,754753,S,,54,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
323357,"         901",F00K02,754761,S,,54,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
323357,"         901",F00K02,754788,S,,54,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
323357,"         901",F00K02,754817,S,,54,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
323357,"         901",F00K03,750390,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",F00K03,750407,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",F00K03,750440,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",F00K03,750467,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",F00K03,753624,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",F00K03,753916,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00K03,753937,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00K03,753945,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00K03,753957,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00K03,753977,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00L01,753994,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00L01,754038,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00L01,754089,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00L01,754098,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00L01,754121,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00L01,754156,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00L01,754192,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00L01,754208,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00L01,754253,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00L01,754287,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00L05,754622,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",F00L05,754668,S,,54,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
323357,"         901",FGPARTIALS,711642,S,,43,,,,,,,,,,,,,,,,10/14/2022,,,,,,,,,,
323357,"         901",FGPARTIALS,718179,S,,48,,,,,,,,,,,,,,,,10/25/2022,,,,,,,,,,
323357,"         901",FGPARTIALS,754845,S,,28,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
323357,"         901",FP001,599283,S,,44,,,,,,,,,,,,,,,,10/26/2022,,,,,,,,,,
323357,"         901",PP021,734120,S,,17,,,,,,,,,,,,,,,,11/18/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750115,S,,54,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750225,S,,54,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750234,S,,54,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750242,S,,54,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750256,S,,54,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750347,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750356,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750372,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750844,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750915,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750920,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750952,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750959,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,750978,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,751006,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,751026,S,,54,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,753598,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,753687,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,753693,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,753719,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,753728,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,753738,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,753749,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,753760,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,753793,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,753854,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",SHIPDOCK,753868,S,,54,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
323357,"         901",TM03,748812,S,,54,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
323528,"         901",FGPAINT,700798,S,,60,,,,,,,,,,,,,,,,09/29/2022,,,,,,,,,,
323528,"         901",PP027,597140,S,,19,,,,,,,,,,,,,,,,09/13/2022,,,,,,,,,,
323528,"         901",SERVICE,575796,S,,47,,,,,,,,,,,,,,,,11/17/2022,,,,,,,,,,
323529,"         901",FGPAINT,700987,S,,60,,,,,,,,,,,,,,,,09/29/2022,,,,,,,,,,
323529,"         901",SERVICE,575763,S,,37,,,,,,,,,,,,,,,,11/17/2022,,,,,,,,,,
323981,"         901",TM09,202209060134,S,,287,,,,,,,,,,,,,,,,09/21/2021,,,,,,,,,,
324878,"         901",SERVICE,8192021,S,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
324918,"         901",F00H03,758537,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",F00H03,758576,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",F00H03,758589,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",F00H03,758637,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",F00H03,758655,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",F00H03,758669,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",F00H03,758686,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",F00I05,760717,S,,54,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
324918,"         901",F00I05,760743,S,,54,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
324918,"         901",F00I05,760806,S,,54,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
324918,"         901",F00I05,760823,S,,54,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
324918,"         901",F00I05,760837,S,,54,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
324918,"         901",F00I05,760849,S,,54,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
324918,"         901",F00I05,760877,S,,54,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
324918,"         901",F00I05,760923,S,,54,,,,,,,,,,,,,,,,01/10/2023,,,,,,,,,,
324918,"         901",F00L02,735298,S,,54,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
324918,"         901",F00L02,735331,S,,54,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
324918,"         901",F00L02,735445,S,,54,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
324918,"         901",F00L02,735468,S,,54,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
324918,"         901",F00L02,759125,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",F00L02,759202,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",F00L02,759220,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",F00L02,759240,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",F00L02,759251,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",F00L02,759284,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",F00L03,735351,S,,54,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
324918,"         901",F00L03,735482,S,,54,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
324918,"         901",F00L03,735514,S,,54,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
324918,"         901",F00L03,735539,S,,54,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
324918,"         901",F00L03,735572,S,,54,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
324918,"         901",F00L03,735587,S,,54,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
324918,"         901",F00L03,735640,S,,54,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
324918,"         901",F00L03,735656,S,,54,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
324918,"         901",F00L03,735668,S,,54,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
324918,"         901",F00L03,735682,S,,54,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
324918,"         901",F00L06,735142,S,,54,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
324918,"         901",F00L06,741670,S,,54,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
324918,"         901",F00L06,741671,S,,54,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
324918,"         901",FGPARTIALS,727288,S,,12,,,,,,,,,,,,,,,,11/09/2022,,,,,,,,,,
324918,"         901",FGPARTIALS,736077,S,,31,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
324918,"         901",FP004,736058,S,,41,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
324918,"         901",FP007,646718,S,,23,,,,,,,,,,,,,,,,10/26/2022,,,,,,,,,,
324918,"         901",FP040,579446,S,,24,,,,,,,,,,,,,,,,02/24/2022,,,,,,,,,,
324918,"         901",SHIPDOCK,719548,S,,54,,,,,,,,,,,,,,,,10/27/2022,,,,,,,,,,
324918,"         901",SHIPDOCK,720208,S,,54,,,,,,,,,,,,,,,,10/27/2022,,,,,,,,,,
324918,"         901",SHIPDOCK,758552,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",SHIPDOCK,758710,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",SHIPDOCK,758723,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",SHIPDOCK,758860,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",SHIPDOCK,758889,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",SHIPDOCK,758927,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",SHIPDOCK,758987,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",SHIPDOCK,759015,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",SHIPDOCK,759039,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
324918,"         901",SHIPDOCK,759071,S,,54,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
325103,"         901",SERVICE,494623,S,,4,,,,,,,,,,,,,,,,09/17/2021,,,,,,,,,,
325104,"         901",SHIPDOCK,736374,S,,54,,,,,,,,,,,,,,,,,,,,,,,,,,
325106,"         901",SERVICE,494622,S,,5,,,,,,,,,,,,,,,,09/17/2021,,,,,,,,,,
325988,"         901",SHAFT,1,S,,120,,,,,,,,,,,,,,,,,,,,,,,,,,
326000,"         901",F0NN01,759948,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN01,759954,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN01,759971,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN01,759991,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN01,760002,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN01,760011,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN01,760016,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN01,760023,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN01,760049,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN02,760108,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN02,760117,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN02,760469,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN02,760479,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN02,760564,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN02,760567,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN05,758765,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326000,"         901",F0NN05,758779,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326000,"         901",F0NN05,758807,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326000,"         901",F0NN05,758829,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326000,"         901",F0NN05,758847,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326000,"         901",F0NN05,758857,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326000,"         901",F0NN05,758869,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326000,"         901",F0NN05,758895,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326000,"         901",F0NN05,759069,S,,30,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
326000,"         901",F0NN05,760136,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN05,760439,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN06,760161,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN06,760174,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN06,760184,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN06,760200,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN06,760235,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN06,760258,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN06,760282,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN06,760298,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN06,760383,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",F0NN06,760410,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326000,"         901",SERVICE,689250,S,,18,,,,,,,,,,,,,,,,11/17/2022,,,,,,,,,,
326000,"         901",SHIPDOCK,689305,S,,1,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326000,"         901",SHIPDOCK,719740,S,,30,,,,,,,,,,,,,,,,10/27/2022,,,,,,,,,,
326000,"         901",TM07,746702,S,,30,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
326000,"         901",TM07,760423,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326001,"         901",F0LL04,758336,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0LL04,758347,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0LL04,758353,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0LL04,758362,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0LL04,758369,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0LL04,758376,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0LL04,758394,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0LL04,758400,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0MM01,758104,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0MM01,758139,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0MM01,758153,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0MM01,758158,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0MM01,758175,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0MM01,758190,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0MM01,758218,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0MM01,758243,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0MM01,758264,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0MM01,758298,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0MM01,758303,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0OO02,757911,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0OO02,757934,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0OO02,757943,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0OO02,757958,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0OO02,757982,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0OO02,758007,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0OO02,758021,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0OO02,758033,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0OO02,758040,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0OO02,758049,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",F0OO02,758118,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326001,"         901",FGOF,738232,S,,22,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
326001,"         901",FGOF,751344,S,,9,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
326001,"         901",FGOF,753550,S,,2,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
326001,"         901",FGPARTIALS,690146,S,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
326001,"         901",SERVICE,727780,S,,23,,,,,,,,,,,,,,,,11/17/2022,,,,,,,,,,
326001,"         901",TM07,758371,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
326002,"         901",SERVICE,690151,S,,2,,,,,,,,,,,,,,,,10/04/2022,,,,,,,,,,
326039,"         901",TM07,202210130067,S,,167,,,,,,,,,,,,,,,,,,,,,,,,,,
326052,"         901",F0SS02,754968,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326052,"         901",F0SS02,755016,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326052,"         901",F0SS02,755039,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326052,"         901",F0SS02,755064,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326052,"         901",F0SS02,755330,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326052,"         901",F0SS02,755372,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326052,"         901",F0SS04,752280,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
326052,"         901",F0SS04,752292,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
326052,"         901",F0SS04,752333,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
326052,"         901",F0SS04,752354,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
326052,"         901",F0SS04,752373,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
326052,"         901",F0SS04,752429,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
326052,"         901",F0SS04,752478,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
326052,"         901",F0SS04,752503,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
326052,"         901",F0SS04,752554,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
326052,"         901",F0SS04,755253,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326052,"         901",F0SS04,755268,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
326052,"         901",F0SS05,756636,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
326052,"         901",F0SS05,756707,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
326052,"         901",F0TT01,750903,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
326052,"         901",F0TT01,750914,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
326052,"         901",F0TT01,756722,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
326052,"         901",F0TT01,756746,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
326052,"         901",F0TT01,756758,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
326052,"         901",F0TT01,756776,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
326052,"         901",F0TT01,756796,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
326052,"         901",F0TT01,756809,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
326052,"         901",F0TT01,756829,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
326052,"         901",F0TT01,756881,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
326052,"         901",F0XX02,757241,S,,25,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
326052,"         901",F0XX02,757268,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
326052,"         901",F0XX02,757320,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
326052,"         901",F0XX02,757353,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
326052,"         901",FGOF,704216,S,,15,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
326052,"         901",FGOF,747352,S,,3,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
326052,"         901",FGPARTIALS,751316,S,,1,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
